x   y   z
1	1	0
1	2	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
2	1	0
2	2	0.0252118658929346
2	3	0
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
3	1	0.0252118658929345
3	2	0.0252028264408594
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	0
4	1	0.0252118658929345
4	2	0.0503965907174041
4	3	0
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
5	1	0.050414692333794
5	2	0.0503784435621166
5	3	0
5	4	0
5	5	0
5	6	0
5	7	0
5	8	0
6	1	0.050414692333794
6	2	0.0755540149147714
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
7	1	0.0706084566103387
7	2	0.0755266909998545
7	3	0.005
7	4	0
7	5	0
7	6	0
7	7	0
7	8	0
8	1	0.0706084566103387
8	2	0.0956839771953045
8	3	0.01
8	4	0
8	5	0
8	6	0
8	7	0
8	8	0
9	1	0.0957931358959111
9	2	0.0956474066459092
9	3	0.01
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
10	1	0.120968707248564
10	2	0.0956107431582235
10	3	0.01
10	4	0
10	5	0
10	6	0
10	7	0
10	8	0
11	1	0.146135147610195
11	2	0.095573986258661
11	3	0.01
11	4	0
11	5	0
11	6	0
11	7	0
11	8	0
12	1	0.166292433805644
12	2	0.10053713547001
12	3	0.01
12	4	0
12	5	0
12	6	0
12	7	0
12	8	0
13	1	0.184553323786413
13	2	0.102387409066799
13	3	0.015
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
14	1	0.209692231651379
14	2	0.102350369053628
14	3	0.015
14	4	0
14	5	0
14	6	0
14	7	0
14	8	0
15	1	0.209692231651379
15	2	0.122442917159649
15	3	0.02
15	4	0
15	5	0
15	6	0
15	7	0
15	8	0
16	1	0.229821915113444
16	2	0.127396437913352
16	3	0.02
16	4	0
16	5	0
16	6	0
16	7	0
16	8	0
17	1	0.249942350520242
17	2	0.13234983856217
17	3	0.02
17	4	0
17	5	0
17	6	0
17	7	0
17	8	0
18	1	0.275053514097804
18	2	0.132303118483776
18	3	0.02
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
19	1	0.295155381949597
19	2	0.137256277050986
19	3	0.02
19	4	0
19	5	0
19	6	0
19	7	0
19	8	0
20	1	0.313360711300212
20	2	0.144096532387128
20	3	0.02
20	4	0
20	5	0
20	6	0
20	7	0
20	8	0
21	1	0.331556696760569
21	2	0.145936665099755
21	3	0.025
21	4	0
21	5	0
21	6	0
21	7	0
21	8	0
22	1	0.348517751571595
22	2	0.149002237036018
22	3	0.03
22	4	0
22	5	0
22	6	0
22	7	0
22	8	0
23	1	0.368582195070759
23	2	0.153954903815051
23	3	0.03
23	4	0
23	5	0
23	6	0
23	7	0
23	8	0
24	1	0.385524440245178
24	2	0.162020227273832
24	3	0.03
24	4	0
24	5	0
24	6	0
24	7	0
24	8	0
25	1	0.385524440245178
25	2	0.167020227273832
25	3	0.025
25	4	0
25	5	0
25	6	0
25	7	0
25	8	0
26	1	0.401545923745838
26	2	0.175996745451912
26	3	0.025
26	4	0
26	5	0
26	6	0
26	7	0
26	8	0
27	1	0.419694823163419
27	2	0.177836255314519
27	3	0.03
27	4	0
27	5	0
27	6	0
27	7	0
27	8	0
28	1	0.436608668666116
28	2	0.185901201113668
28	3	0.03
28	4	0
28	5	0
28	6	0
28	7	0
28	8	0
29	1	0.452601677758215
29	2	0.187990120873089
29	3	0.0318872187554087
29	4	0
29	5	0.005
29	6	0
29	7	0
29	8	0
30	1	0.467858910066693
30	2	0.197692366622158
30	3	0.0318872187554087
30	4	0
30	5	0.005
30	6	0
30	7	0
30	8	0
31	1	0.485969692990013
31	2	0.204531366213502
31	3	0.0318872187554087
31	4	0
31	5	0.005
31	6	0
31	7	0
31	8	0
32	1	0.501207765945478
32	2	0.214233354096243
32	3	0.0318872187554087
32	4	0
32	5	0.005
32	6	0
32	7	0
32	8	0
33	1	0.517162456061238
33	2	0.218208976867361
33	3	0.0368872187554087
33	4	0
33	5	0.005
33	6	0
33	7	0
33	8	0
34	1	0.537131603668177
34	2	0.223160367778693
34	3	0.0368872187554087
34	4	0
34	5	0.005
34	6	0
34	7	0
34	8	0
35	1	0.553978300481118
35	2	0.22622440855455
35	3	0.0418872187554087
35	4	0
35	5	0.005
35	6	0
35	7	0
35	8	0
36	1	0.570815301751209
36	2	0.234288317238216
36	3	0.0418872187554087
36	4	0
36	5	0.005
36	6	0
36	7	0
36	8	0
37	1	0.586731261403321
37	2	0.243263413053263
37	3	0.0418872187554087
37	4	0
37	5	0.005
37	6	0
37	7	0
37	8	0
38	1	0.604774355534777
38	2	0.250101492903719
38	3	0.0418872187554087
38	4	0
38	5	0.005
38	6	0
38	7	0
38	8	0
39	1	0.619340620427857
39	2	0.26040649336032
39	3	0.0418872187554087
39	4	0
39	5	0.005
39	6	0
39	7	0
39	8	0
40	1	0.634501021691938
40	2	0.26510742151708
40	3	0.0468872187554087
40	4	0
40	5	0.005
40	6	0
40	7	0
40	8	0
41	1	0.648530642781688
41	2	0.270929166471952
41	3	0.0518872187554087
41	4	0
41	5	0.005
41	6	0
41	7	0
41	8	0
42	1	0.66653447949345
42	2	0.272766704829164
42	3	0.0568872187554087
42	4	0
42	5	0.005
42	6	0
42	7	0
42	8	0
43	1	0.683302872230775
43	2	0.280829668432353
43	3	0.0568872187554087
43	4	0
43	5	0.005
43	6	0
43	7	0
43	8	0
44	1	0.700061356335857
44	2	0.288892494031954
44	3	0.0568872187554087
44	4	0
44	5	0.005
44	6	0
44	7	0
44	8	0
45	1	0.715898584570608
45	2	0.290979282047332
45	3	0.0587744375108174
45	4	0
45	5	0.01
45	6	0
45	7	0
45	8	0
46	1	0.715898584570608
46	2	0.308893195377801
46	3	0.065661656266226
46	4	0
46	5	0.01
46	6	0
46	7	0
46	8	0
47	1	0.731725849429149
47	2	0.317856931306415
47	3	0.065661656266226
47	4	0
47	5	0.01
47	6	0
47	7	0
47	8	0
48	1	0.746212950872914
48	2	0.321263452056725
48	3	0.0725488750216347
48	4	0
48	5	0.01
48	6	0
48	7	0
48	8	0
49	1	0.760690033588244
49	2	0.331557021753033
49	3	0.0725488750216347
49	4	0
49	5	0.01
49	6	0
49	7	0
49	8	0
50	1	0.775761006968192
50	2	0.34124648338407
50	3	0.0725488750216347
50	4	0
50	5	0.01
50	6	0
50	7	0
50	8	0
51	1	0.789700953109749
51	2	0.352056725826093
51	3	0.0725488750216347
51	4	0
51	5	0.01
51	6	0
51	7	0
51	8	0
52	1	0.803178772663172
52	2	0.35520603799204
52	3	0.075661656266226
52	4	0.005
52	5	0.01
52	6	0
52	7	0
52	8	0
53	1	0.817098484586327
53	2	0.361015934054245
53	3	0.080661656266226
53	4	0.005
53	5	0.01
53	6	0
53	7	0
53	8	0
54	1	0.832855224349722
54	2	0.369978467770378
54	3	0.080661656266226
54	4	0.005
54	5	0.01
54	6	0
54	7	0
54	8	0
55	1	0.845900986921635
55	2	0.381641614475227
55	3	0.080661656266226
55	4	0.005
55	5	0.01
55	6	0
55	7	0
55	8	0
56	1	0.859338109400176
56	2	0.370091710752092
56	3	0.0787744375108174
56	4	0.005
56	5	0.01
56	6	0
56	7	0
56	8	0
57	1	0.872002130843399
57	2	0.377126204514738
57	3	0.0837744375108174
57	4	0.005
57	5	0.01
57	6	0
57	7	0
57	8	0
58	1	0.886387770182178
58	2	0.387428656270211
58	3	0.0837744375108174
58	4	0.005
58	5	0.01
58	6	0
58	7	0
58	8	0
59	1	0.90136704184282
59	2	0.389014240132698
59	3	0.0918872187554087
59	4	0.005
59	5	0.01
59	6	0
59	7	0
59	8	0
60	1	0.916335978997622
60	2	0.393712455028513
60	3	0.0968872187554087
60	4	0.005
60	5	0.01
60	6	0
60	7	0
60	8	0
61	1	0.929721575741917
61	2	0.404983495049957
61	3	0.0968872187554087
61	4	0.005
61	5	0.01
61	6	0
61	7	0
61	8	0
62	1	0.943548802083803
62	2	0.410802359442409
62	3	0.101887218755409
62	4	0.005
62	5	0.01
62	6	0
62	7	0
62	8	0
63	1	0.957882619552852
63	2	0.421104055749412
63	3	0.101887218755409
63	4	0.005
63	5	0.01
63	6	0
63	7	0
63	8	0
64	1	0.970835366480837
64	2	0.432776214530422
64	3	0.101887218755409
64	4	0.005
64	5	0.01
64	6	0
64	7	0
64	8	0
65	1	0.98463122966747
65	2	0.438594617693407
65	3	0.101887218755409
65	4	0.01
65	5	0.01
65	6	0
65	7	0
65	8	0
66	1	0.98341635139112
66	2	0.431696714725165
66	3	0.11
66	4	0.01
66	5	0.01
66	6	0
66	7	0
66	8	0
67	1	0.970835366480837
67	2	0.44239048088003
67	3	0.111887218755409
67	4	0.01
67	5	0.01
67	6	0
67	7	0
67	8	0
68	1	0.983088013022353
68	2	0.449741429851254
68	3	0.116887218755409
68	4	0.01
68	5	0.01
68	6	0
68	7	0
68	8	0
69	1	0.997390376162905
69	2	0.460031959722253
69	3	0.116887218755409
69	4	0.01
69	5	0.01
69	6	0
69	7	0
69	8	0
70	1	1.01031157705751
70	2	0.471692917485263
70	3	0.116887218755409
70	4	0.01
70	5	0.01
70	6	0
70	7	0
70	8	0
71	1	1.02362377830112
71	2	0.477952108502366
71	3	0.121887218755409
71	4	0.01
71	5	0.01
71	6	0
71	7	0
71	8	0
72	1	1.03849834768538
72	2	0.480750913991695
72	3	0.128774437510817
72	4	0.01
72	5	0.01
72	6	0
72	7	0
72	8	0
73	1	1.0527583404098
73	2	0.491040683836158
73	3	0.128774437510817
73	4	0.01
73	5	0.01
73	6	0
73	7	0
73	8	0
74	1	1.0656370460828
74	2	0.478161978163161
74	3	0.128774437510817
74	4	0.01
74	5	0.01
74	6	0
74	7	0
74	8	0
75	1	1.065120030844
75	2	0.478678993401962
75	3	0.128774437510817
75	4	0.01
75	5	0.01
75	6	0
75	7	0
75	8	0
76	1	1.07935865023036
76	2	0.488979272900571
76	3	0.128774437510817
76	4	0.01
76	5	0.01
76	6	0
76	7	0
76	8	0
77	1	1.07935865023036
77	2	0.513507275280749
77	3	0.128774437510817
77	4	0.01
77	5	0.01
77	6	0
77	7	0
77	8	0
78	1	1.09306952002398
78	2	0.519313478342693
78	3	0.133774437510817
78	4	0.01
78	5	0.01
78	6	0
78	7	0
78	8	0
79	1	1.09306952002398
79	2	0.535706807208507
79	3	0.136887218755409
79	4	0.015
79	5	0.01
79	6	0
79	7	0
79	8	0
80	1	1.1067696234207
80	2	0.546501817753931
80	3	0.136887218755409
80	4	0.015
